2.838248351,-0.057127115,
2.84962986,0.30984388,
3.069875981,0.069165603,
3.033612564,0.237406102,
3.162983688,0.334387888,
3.163831849,0.487806933,
2.997986085,0.061074061,
2.799347441,0.521430032,
3.137156052,0.266393153,
2.870857355,0.267030982,
3.43934308,0.170662698,
3.035552198,0.251317543,
2.886143741,0.125075012,
3.221207099,0.030493356,
3.050238248,0.007279557,
2.733967037,0.235668448,
3.153513285,-0.010778431,
3.311231402,0.343325475,
3.298245949,0.065857414,
2.848633328,-0.004875479,
3.070831457,0.211490982,
3.082296334,0.31440897,
2.926651655,-0.240105616,
2.978054772,0.031004937,
2.35804167,0.239646483,
2.645048857,0.159202643,
2.932230736,0.104463435,
3.097376157,0.150507296,
2.803701193,0.042427284,
2.953016638,0.28536828,
3.238065532,0.346081055,
3.055363223,0.445131721,
2.995237434,0.507696093,
2.804479208,0.245421171,
3.012620496,0.384000638,
2.693411745,0.312330244,
3.102647408,0.343171956,
2.896095389,0.036131501,
2.718440992,-0.01150165,
3.170644375,-0.048096883,
3.011452172,0.034237664,
2.872141309,0.07956016,
2.865096742,0.008559658,
3.279540305,0.302372444,
2.860098477,0.218127155,
3.269317565,-0.005452377,
2.761144719,0.673127168,
2.902469266,0.361832898,
3.11297363,0.50154383,
3.025469568,0.399359182,
1.840419314,1.905105063,
1.813240148,1.813839986,
2.123039813,2.132571185,
1.946192802,1.773046885,
1.969172236,1.805946832,
2.258526017,2.000929535,
1.864577066,2.144995459,
1.911976195,1.980181472,
1.990154583,1.919792502,
1.769958598,2.105082362,
2.137578551,1.944983188,
2.00439482,2.072477229,
1.927718762,1.694463892,
2.207399026,1.851368634,
2.495855335,1.78918729,
2.381107166,2.040305134,
2.05695779,2.458901875,
1.782594688,2.133780789,
1.731552089,2.188212826,
2.157206504,2.249346956,
1.771550549,2.388096625,
1.596862739,2.285617904,
2.116253295,2.043142148,
2.051844958,2.033143301,
1.931137989,2.426396361,
1.987232105,2.141510946,
2.265269874,2.150853439,
2.02603174,2.015376408,
1.95851869,2.243280964,
1.982323697,1.705817048,
1.860646929,2.221006838,
1.850979072,2.557549512,
2.245893751,1.851633418,
2.225460386,1.968984437,
1.817314806,2.306871098,
2.28503916,2.17214804,
1.974994597,1.313041694,
2.031987688,2.022965729,
1.953448998,2.261221941,
2.167787963,1.950768156,
2.325040244,1.533073263,
2.058211845,2.0741863,
2.047485215,2.098219462,
2.228436076,1.920446541,
2.328240588,2.151820146,
2.183441475,2.292478916,
2.190968871,1.760135247,
1.716478165,2.078620922,
1.878852022,2.15075819,
2.085908678,1.96855502,
3.798041143,2.925502959,
3.835899929,3.004531872,
4.226026357,3.327911034,
3.63906142,2.764149093,
3.976732793,2.765971538,
3.735533807,3.211145512,
3.922743188,2.908463331,
3.959548749,2.92371863,
4.220358369,3.028638464,
4.101855229,2.860451817,
3.818023487,2.821524824,
3.944688596,3.251039443,
4.139128323,3.071444196,
4.235165326,3.005161748,
4.248626372,3.156115907,
4.286060111,2.952368701,
3.974827507,2.924985851,
4.140698521,3.042471222,
4.31503215,2.912715016,
4.41718743,3.064667839,
3.894120786,2.925224863,
3.953199682,3.348500249,
4.003736459,3.208318835,
3.872457887,2.698607706,
3.889675701,2.977512411,
3.974258739,3.099134752,
3.794940485,3.033699013,
4.020409067,2.784229901,
3.851699136,2.972769818,
4.036060943,3.066876325,
3.590866735,3.062219821,
4.000802489,3.041278742,
4.254308353,2.947953876,
4.126845488,2.932815351,
3.807568611,3.145490402,
3.986677755,3.378673859,
3.684653059,2.911221769,
4.259008498,3.374089548,
3.964802614,3.072807287,
4.182124157,2.950380575,
3.948426268,3.099264552,
4.053742816,3.195652528,
4.340603893,3.098341999,
3.67327559,2.94969907,
4.043519751,3.311304107,
3.97872525,3.166533465,
4.19023214,2.962725503,
3.717902917,2.75762358,
3.947763326,3.160248033,
4.191797555,3.162533112
